id,resourceType,title,description,startDate,endDate,lat,lon,documentType,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
2029,Disaster Event,Flood - Gippsland June 2012,"Commencing 4 June 2012, up to 200 mm of rain fell in eastern Victoria, breaking daily rainfall records for June at 23 locations across the state, mainly Gippsland. Many Gippsland locations received a month's rainfall in one day. Up to 100 residents in low-lying parts of Traralgon evacuated their homes when the Traralgon Creek flooded, 45 homes were flooded.  The main road through the region, the Princes Highway, was closed between Rosedale and Traralgon and also east of Orbost due to flood.&nbsp;Wind gusts of up to 150 km per hour brought down trees and blocked parts of the South Gippsland and Monaro highways.  Major flood warnings were issued for the Avon, Macalister, Mitchell, Thomson, Tanjil and Buchan Rivers and the Traralgon Creek. The Yallourn coal mine flooded when the Morwell River burst its banks on early June impacting on coal conveyers and therefore the operation of electricity generators. The operator TRUenergy announced it should be able to restore three of the plant's four generators by the end of June.  The State Emergency Service received 1200 requests for assistance across the state including 450 calls for trees that had fallen and blocked traffic.  Early estimates of flood damage are being assessed, but damage to council infrastructure alone is expected to exceed $10 million. The Department of Human Services paid out Government grants totaling $125,000 to flood-affected residents.  The Victorian Governments Deputy Premier Peter Ryan announced emergency flood assistance grants. Adults are entitled to $480 and children $240, up to a total of $1200.  A media release by the then Federal Attorney-General, Nicola Roxon on 28 June 2012 stated that Victorians affected by flooding in South-Eastern Metropolitan Melbourne and West Gippsland on 22-24 June 2012&nbsp;would be able to get financial assistance in the five local government areas of Baw Baw, Bass Coast, Cardinia, Latrobe and South Gippsland.  By 22 June water levels were beginning to recede and it was expected to take months for a full recovery to occur.Insurance cost is currently unavailable and will be provided later.  Image: Air Observer David Young, Department of Sustainability &amp; Environment",6/4/2012 15:48,6/22/2012 15:48,-38.20797348,146.7443848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=2029,
2118,Disaster Event,Severe Storm - Perth and Southern Western Australia,"Southern Western Australia experienced a number of widespread storms over a week commencing with a tornado hitting the Perth suburbs of Dianella and Morley on 7 June 2012. The tornado uprooted trees, brought down power lines, and lifted roofs from buildings. Reportedly the tornado only lasted approximately 10 minutes, but the winds up to 125 km per hour caused damage expected to be worth millions of dollars.  A further storm hit 10 June with winds of up to 140 km per hour lashing the south-west. Hundreds of power lines, street light wires and service wires came down in the storm. Some residents were warned they maybe without electricity for up to a week after more than 110,000 homes were affected. The weather bureau described the storm as a 'once in a decade' event.  In Bunbury, cars, buildings and infrastructure were damaged. Residents reported damage to houses, downed power lines, and debris spread across roads.  The State Emergency Service received hundreds of calls for help, mostly for damaged roofs and powerlines.  A man died after falling from a storm damaged roof south of Perth.  On 12 June, a third severe storm hit southern Western Australia in a week. Winds up to 113 km per hour, thunder and heavy rain caused power outages to 34,000 properties throughout the state. The storm hit the Perth metropolitan area at approximately 9.30 pm (AWST), bringing wind gusts of 107 km per hour as well as heavy rain and thunder for most of the night.  The Fire and Emergency Services Authority (FESA) answered more than 118 calls for help.  There was no major damage from the third storm.  Insurance cost will be provided when available.",6/7/2012 15:13,6/13/2012 15:13,-31.95048714,115.8570099,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=2118,
2182,Disaster Event,"Shipwreck - SIEV 27, 2012","On 27 June 2012, a&nbsp;boat carrying approximately 134 asylum seekers&nbsp;capsized 107 nautical miles north of Christmas Island en route to Australia.  The boat&rsquo;s crew issued a distress call at 6.20 am. The Australian Maritime and Safety Authority responded and coordinated the search and rescue operation in Indonesian waters. Merchant vessels arrived first followed by the Royal Australian Navy's HMAS Maitland and HMAS Leeuwin. A RAAF P-3 Orion aeroplane also attended.  Based on information provided by the 130 survivors, it is believed that there were 134 people on board, one body was recovered and three people were presumed drowned.",6/27/2012 15:02,6/27/2012 15:02,-10.32133675,105.610199,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=2182,
2184,Disaster Event,Shipwreck - SIEV 36,"On 16 April 2009, Suspected Illegal Entry Vessel 36 (SIEV 36), exploded and sank near Ashmore Island after being detained by Australian Border Protection personnel. Five people died and dozens sustained injuries and burns. Medical evacuations occurred to Australia for hospital treatment of the injured.&nbsp; In brief, the Coroner&rsquo;s report into this incident concluded the explosion was caused by a passenger or passengers deliberately igniting petrol that was spilt into the bilge when a group of passengers mistakenly believed they were to be returned to Indonesia. The passengers planned to set fire to SIEV 36 to cripple it and ensure that they could not be returned. The Coroner found at least three passengers were involved in the plan to set fire to the vessel.",4/16/2009 0:00,4/16/2009 0:00,-11.6952734,125.9033203,,,,,24,5,,,,,,,,,,,,,,,,,,1,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=2184,
2185,Disaster Event,Shipwreck - SIEV X,"On 21 October 2001, an overloaded asylum seeker boat under control of a people smuggler later became known as Suspected Illegal Entry Vessel unknown (SIEV X), sank en route from Indonesia to Christmas Island. Three hundred and fifty-three people drowned and 45 survived after being rescued by Indonesian fishing boats. SIEV X had been sailing for over 24 hours when it sank.  A Senate Committee Inquiry was held into the sinking of SIEV X.&nbsp; The Committee addressed the question whether or not Australian authorities had sufficient intelligence to launch a search and rescue operation either prior to or immediately after the vessel foundered.In summary, the Committee found that there had recently been reports of large increases in the numbers of asylum seeking boats leaving Indonesia for Australia which resulted in increased intelligence to monitor and analyse.  Additionally intelligence analysts had trouble deciphering the legitimacy of such intelligence due to unreliable sources, uneven quality and often contradictory details that were difficult to corroborate.&nbsp; This led to wariness to make decisions based on unsubstantiated information.  The Senate Committee found that the quality and detail of information and intelligence available to the authorities was insufficient to have warranted the launching of a specific search and rescue operation and therefore could not find grounds for claims of negligence or dereliction of duty in relation to SIEV X. However the Committee was surprised that such an event could go unnoticed in an area where Australian surveillance operations were underway until three days after the event.",10/19/2001 15:50,10/19/2001 15:50,-9.514079094,106.105957,,,,,45,353,,,,,,,,,,,,,,,,,,1,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=2185,
2186,Disaster Event,"Shipwreck - SIEV 21, 2012","On 21 June 2012, approximately 200 asylum seekers were onboard a crowded Suspected Illegal Entry Vessel (SIEV) that was en route from Java to Australia when it capsized approximately halfway between Indonesia and Christmas Island.  The boat sank&nbsp;in Indonesian waters. The Indonesian Government coordinated the rescue effort with assistance from The Royal Australian Navy's HMAS Wollongong and HMAS Larrakia and three nearby merchant ships. Indonesia's national search and rescue agency reported that rough conditions made rescue efforts very difficult. Rescue planes and ships continued searching the waters 100 nautical miles north of Christmas Island the following day until no more survivors could be found.  There were 110 survivors including two crew members who were taken to Christmas Island where they were treated for shock and exposure. While exact numbers are unknown, according to the coroner's report more than 100 people died.  &nbsp;",6/21/2012 16:14,6/21/2012 16:14,-9.102096558,106.3037109,,,0,,110,100,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=2186,
2799,Disaster Event,Landslide - Gracetown,"On 27 September 1996 a landslide occurred at Cowaramup Bay near Gracetown, in the south-west of Western Australia. Approximately 30 tonnes of rock and sand fell from a limestone cliff onto people situated below who were spectators at a school surf carnival. Nine people were killed and a further three injured.",9/27/1996 14:50,9/27/1996 14:50,-33.85794449,114.9841995,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=2799,
2954,Disaster Event,Transport - Tumut Ponds Bus Crash,"In September 1973, a tour bus travelling through the Snowy Mountains crashed en route to the Tumut Ponds Dam. The bus rolled over several times before crashing over a dam wall into the cold waters of the reservoir located approximately 300 miles south of Sydney. Overall 18 people died and 21 were injured. ",9/1/1973 14:27,9/1/1973 14:27,-35.96446228,148.4091644,,,,,21,18,,,,,,,,,,,,,,,,1,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=2954,
3098,Disaster Event,Transport - Scotland Bus Crash,"On 8 September 2003, a tourist coach carrying 46 Australian passengers went off the road in the Scottish Highlands and overturned after hitting a ditch two to three miles north of Syre, 12 miles south of Bettyhill, in Sutherland. Four tourists were seriously injured and more than 20 others were hospitalised.The tourists, mostly from Armidale New South Wales, were on a 32 day eco-tour of north-western England and Scotland organised by Euroview Coaches of Dereham. Representatives from the Australian High Commission arrived on the scene the following day.",9/8/2003 9:30,9/8/2003 9:30,58.36400604,-4.236773968,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=3098,
3099,Disaster Event,"Transport - Aircraft Crash, Seven Mile Beach, Hobart","On 10 March 1946, an Australian National Airways DC-3 airliner crashed into the sea off Seven Mile Beach, Tasmania&nbsp;shortly after taking off from Cambridge aerodrome en route to Essendon. All 21 passengers and four crew were killed. The Coroner, Mr G Sorrell found that approximately two minutes after take-off from Cambridge at a height of approximately 400 ft, the aircraft was seen to turn slightly and crash downwards into the waters of Frederick Henry Bay near Seven Mile Beach. The force of the impact shattered the plane, and all occupants received severe injuries leading to their deaths.",3/10/1946 9:42,3/10/1946 9:42,-42.85356903,147.5062256,,,,,,25,,,,,,,,,,,,,,1,,,,,,,,,,,,,,http://www.emknowledge.gov.au/resource/?id=3099,
3100,Disaster Event,"Flood - Widespread New South Wales, Queensland","Rainfall occurring from 14 February 1863 resulted in the Macleay River rising quickly and by 16 February the water level was 19-20 ft above its ordinary level at East Kempsey. Large trees, driftwood and debris rushed down the river and inundated crops, sheds and residences, isolating many homes. Twelve people fled the area in a boat and nine subsequently drowned.&nbsp;&nbsp;  On 23 February, further north in the ranges between Queensland and New South Wales, torrential rain brought huge volumes of water down into the Clarence River. The police barracks at Tabulam were completely submerged then washed away. A local policeman was drowned after being trapped in the flood waters.",14/02/1863 14:43:12,23/02/1863 14:43:12,-31.08042908,152.8459167,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales,,http://www.emknowledge.gov.au/resource/?id=3100,
3121,Disaster Event,Shipwreck - Lialeeta,"Records state that the Lialeeta was either a ketch or wooden two mast schooner that left Adelaide for Melbourne 11 April 1925 and disappeared, believed to have&nbsp;foundered in Bass Strait. Search efforts by sea and air were unsuccessful. Wreckage was found at Port MacDonnell and between the Glenelg River and Green Point near the South Australian and Victorian border. Either five or six lives were lost.",4/11/1925 11:52,4/11/1925 11:52,-38.10970688,140.7087708,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=3121,
3126,Disaster Event,Industrial - Savage River Mine Fire,"On 21 June 2006 a fire started in Tasmania's Savage River iron ore mine, in north-west Tasmania, apparently caused by a loose connection on a heat pad used in a welding operation that ignited some rubber. Four workers in the area were successfully evacuated without injury.  It took firefighters up to six hours to bring the fire under control. Their efforts were hindered by smoke, exploding acetylene cylinders and the fire spreading through four levels of the 50 m high building. The fire caused an estimated $10 million dollars in damage to the processing mill and the mine was unable to fully operate for some weeks, impacting on 240 employees and 150 contractors.",6/21/2006 14:11,6/21/2006 14:11,-41.34382629,145.2392578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=3126,
3133,Disaster Event,Shipwreck - Maitland,"The Maitland was an iron paddle steamer that undertook a regular passage between Sydney and Newcastle, often travelling overnight. On the night of 5-6 May 1898 the steamer left Sydney and struck the full force of a great storm that eventually led to the loss of the Maitland near Cape Three Points. Reports vary of the loss of life, but of the 63 crew and passengers on board around 21 - 26 people died. &nbsp;The storm and the enormous seas caused considerable damage to the steamer. The cargo on the deck broke loose making holes near the paddle wheels and huge seas washed over board and extinguished the boiler fires, leaving the Maitland helpless. Passengers were assembled in the saloon, issued with life belts and warned that the vessel wouldn&rsquo;t stay afloat for long. At 5.45 am it swept onto rocks and broke in two, the fore section was rolled over and over by the giant waves, drowning most of the steerage passengers in the forepart of the ship. After several attempts a line was secured to the shore enabling most of the passengers and crew to reach safety through the huge waves.",05/05/1898 15:37:48,05/05/1898 15:37:48,-33.48185349,151.4530487,,,,,,21,,,,,,,,,,,,,,,,,,1,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=3133,
3159,Disaster Event,Bushfire - Mt Ku-ring-gai,"On 7- 8 June 2000, a routine control burn at Chase National Park, Mount Ku-ring-gai, north of Sydney, took place to reduce the risk of bushfire damage to nearby residential properties. The burn was undertaken by National Park Wildlife Service officers. On 8 June, the fire suddenly flared and of the seven staff members, three lost their lives and four others were seriously injured with one person later dying in hospital as a result of injuries sustained.  A full coronial investigation took place to determine the cause of the incident. The Coronial Inquiry began on Monday 16 July 2001, and the Coroner gave her findings on Friday 14 December 2001. Seventeen recommendations were made by the Coroner including implementing a more stringent control burn planning process, providing staff with better equipment, communications and knowledge of topographical conditions.",6/8/2000 14:32,6/8/2000 14:32,-33.65177917,151.1330872,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=3159,
3301,Disaster Event,"Flood - Warmun, Kimberley","Between 10 -14 March 2011, the central and eastern Kimberley regions of Western Australia experienced extremely heavy rainfall, with more than 700 mm falling during the month over the Kimberley Plateau, caused by an active monsoon trough. A further slow moving tropical low caused extensive flood damage to infrastructure across the Fitzroy, Ord and Pentecost River catchments areas.  A number of towns in the Kimberley region broke their highest March rainfall records including Warmun, Yulmbu and Gibb River.  In the east Kimberley town of Warmun up to 500 people were evacuated when the town's 76 houses were either destroyed or deemed uninhabitable through flood inundation.&nbsp;Within days more than 290 members of the Warmun community were evacuated to the Ord Stage II Camp (Garrjang) in Kununurra.  The Western Australian state government immediately pledged the initial sum of $500,000 to contribute toward the rebuilding of the town. The state government further contributed $15 million to construct a 200 bed temporary accommodation for the community. The federal government committed to reimburse 50 per cent of the cost through the National Disaster Relief and Recovery Arrangements.&nbsp;  The Department of Housing allocated $9.5 million to repair the damaged roads and create new roads to the newly built replacement homes. The town also received more than $8 million from the federal government to help with recovery. The funding would be provided over two years under the Community Development Employment Projects program. Funds were allocated towards projects to enhance the economic and social development of the community, such as rebuilding and creating opportunities for locals to develop work skills to contribute to their community.  The Insurance Council of Australia did not provide insurance loss figures for this event. In terms of government spend on recovery certainly more than $10 million was spent on the flood.",3/10/2011 9:24,3/14/2011 9:24,-17.01690102,128.2159424,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=3301,
3315,Disaster Event,Environmental - The Big Dry,"The Big Dry was a period of drought that commenced in 1996, worsening in 2002 and 2007 with Australia finally being declared drought free in April 2012.  Southern areas of Victoria and South Australia and north-eastern area of Tasmania starting experiencing periods of rainfall deficiency in 1996. Conditions improved temporarily in these states by around 1999-2000 when the south-west of Western Australia and southern Queensland commenced experiencing rainfall deficiencies.  By August 2002 severe rainfall deficiencies developed across much of eastern Australia following poor autumn and early winter rains. Parts of south-west Western Australia were deficient in growing season rainfall for the third successive year. All states were affected. January 2003 was one of the driest months on record. Most of Queensland, New South Wales, Victoria and parts of Northern Territory, South Australia and Western Australia were affected. In February, Queensland and New South Wales received some relieving rainfall; however June rains were still well below average.  In January 2004 the Bureau of Meteorology announced 18 month rainfall deficiencies in part of eastern and northern Australia. This made it to 23 months by June. In general the south-east areas of Australia received below average rainfall for most of the last eight year period. Good rains in November removed or decreased rainfall deficiencies over many areas, with some deficiencies persisting in southern parts of Western Australia and central Queensland.  The year 2005 saw rainfall deficiencies in South Australia, New South Wales, Victoria and Tasmania. Victoria and South Australia had the driest autumn on record. Good rains in October and November improved conditions in Queensland. In the years 2006-2007, Australia experienced an El Nino event. June 2006 saw poor to record low autumn rains for the sixth year in south-eastern Australia. A distinct turn for the worse occurred in August when near total failure of late winter and spring rains occurred. In June 2007 some easing of severe drought conditions had occurred from autumn rains in New South Wales, north-west Victoria, Tasmania, southern parts of South Australia. Some areas of east Queensland, southern Victoria (near Melbourne) and west Western Australia missed out. May 2008 was the driest May on record and rainfall deficiencies were evident for a 12 month period in eastern South Australia, southern Northern Territory and parts of Victoria and Western Australia.  November 2008 rainfall was above to very much above average over much of Australia. The rain largely cleared short-term rainfall deficiencies, especially in the Northern Territory, South Australia and Western Australia; however, average to below average falls in western Victoria and south-eastern South Australia maintained deficiencies in these areas.  The autumn of 2010 was the first autumn with above average rainfall since 2000 in Victoria and the Murray Darling Basin. Serious to severe rainfall deficiency continued in the western area of Western Australia, some shortfall in southern Tasmania and north-eastern New South Wales. Due to excessively dry soils significant rain was required to alleviate the shortage of water across the country resulting from prolonged drought conditions.  December 2010 saw Australia record the wettest spring for the months of September to November with an average of 163 mm of rain beating the previous record by 23 mm. The widespread above average rainfall again missed the south-west corner of Western Australia which experienced a record dry year. Northern and eastern parts of the country continued to receive above to very much above average rainfall, with Queensland, New South Wales and the Northern Territory all recording their wettest spring on record. All states recorded above average rainfall for spring, with all states except Tasmania recording totals placing them in their ten wettest springs on record.  Despite the above average rainfall by mid-2010 water storages had still not returned to pre-drought levels. Irrigated industries such as the Murray-Darling Basin were particularly affected where water storage levels fell to 17 per cent of capacity in 2003 and remained below pre-drought levels until late 2011.  By mid-2010 the Australian Government had paid approximately $4.4 billion in direct drought assistance to affected farmers.  The Federal Government declared Australia drought-free for the first time in more than ten years in April 2012.",1/1/1996 13:39,4/1/2012 13:39,-28.61345863,148.8867188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;Victoria;South Australia;Western Australia;Outside Australia;Northern Territory;Tasmania,,http://www.emknowledge.gov.au/resource/?id=3315,
3413,Disaster Event,Bushfire - Dunalley - Jan 2013,"In early January 2013 up to 40 fires were burning throughout Tasmania in hot windy conditions. The main fire that started near Forcett caused significant damage to local townships, particularly Dunalley, east of Hobart, where more than half of the town&rsquo;s buildings and a primary school were destroyed. Other significant fire fronts were located at Lake Repulse and Bicheno.  The Forcett fire was first reported in bushland outside the town heading towards Dunalley, on Thursday 3 January 2013 at approximately 2.00 pm. The fire escaped containment lines the following afternoon fanned by strong winds and burned towards the coast at several points. More than 100 properties were destroyed and 2500 hectares of land were burnt by the afternoon of 6 January. At least 80 properties were either damaged or destroyed in Dunalley and nearby Boomer Bay, approximately 20 houses were destroyed at Murdunna and 40 per cent of structures were lost at Connelly&rsquo;s Marsh. The fire threatened the town of Taranna and on 14 January 2013 a Victorian volunteer firefighter was killed when undertaking back burning operations in the vicinity. An estimated 24,000 hectares were burnt in the fire and at its peak the perimeter of the fire approximated 200 km.  Thousands of locals and tourists were stranded as a result of the Forcett bushfire which effectively cut the Tasman Peninsula off from the rest of the state. The peninsula's main access road, the Arthur Highway, was closed from 4&nbsp;to 13 January. People converged on Port Arthur to await evacuation by sea or road and due to shortages of food and other supplies, the community arranged for a fleet of boats to make deliveries to those stranded on the peninsula. Two private catamaran operators in Hobart were asked by police to help evacuate people from the Nubeena jetty.&nbsp; Evacuees were then taken to Hobart where they were met by relatives and friends or taken in by volunteers.  The Highway was partially opened on 11 January to allow stranded people and supplies to get through and was eventually opened to general traffic on 13 January.  Community refuges were established at the Sorrell Memorial Hall, Nubeena Community Centre, Bicheno Community Hall and Swansea Football Ground. There was also a Recovery Centre established at City Hall, Hobart.  The electricity company, Aurora, reported approximately 300 electricity poles were destroyed on the Tasman Peninsula, consequently power outages are expected to be an issue for a considerable time.  Australian Government Disaster Recovery Payments were made available to residents in the south-east and east of Tasmania, covering the affected local government areas of Sorell, Tasman and Glamorgan-Spring Bay. Other grants made available were immediate cash assistance grants, housing assistance grants, Aurora energy assistance and clean-up and assistance grants. A first stage recovery payment from the Red Cross Appeal Distribution Committee was distributed, providing $3000 per adult and $1000 per child by late January. The Department of Human Services has allocated over $7,845,000&nbsp;to cover approximately 6900 claims.  The Insurance Council of Australia advised as at 1 February 2013 that 1783 insurance claims had been received with losses estimated at $86.7 million, about 85 per cent of these related to property, seven per cent for domestic vehicles, with the balance consisting of smaller claims for other losses.  The fire at Lake Repulse burnt more than 12,000 hectares and threatened the towns of Ellendale Ouse, Karanja, Westerway and Hamilton. Police allege it was started by an unattended campfire. The fire burnt for up to two weeks and was handed back to regional firefighters when conditions eventually improved. The other significant fire front was at Bicheno and Coles Bay where up to 15 properties were lost.  These fires were described as the worst in almost half a century. On 14 January a Tasmanian Bushfire Recovery Taskforce was established and the state moved to recovery mode. The taskforce estimated that rebuilding communities could take up to two years, with contractors expected to start clearing damaged properties by the end of January.  Further information will be provided about the Tasmanian fires and resulting damage when available.",1/3/2013 13:49,1/14/2013 13:49,-42.87797546,147.8100586,,,1000,,,1,87100000,,,,203,,212,,,,,,,,,,,,,,,,,,7845400,Tasmania,,http://www.emknowledge.gov.au/resource/?id=3413,
3415,Disaster Event,Epidemic - Listeria Outbreak,"In late December to early February 2013 an outbreak of listeria caused three deaths and infected 26 people across Australia. The first case was identified before Christmas.&nbsp; The symptoms of listeria include fever, headache, fatigue, aches and pains in most people. However, if a person is suffering from severe illness or a compromised immune system the effects can be fatal.  All reported cases were linked to a particular company&rsquo;s soft cheese. Acting Chief Health Officer found that the company&rsquo;s food processing, hygiene and monitoring practices were satisfactory and not the cause of outbreak. The company implemented a nationwide recall of all of its products and voluntarily introduced stricter product testing and quality control measures.  A coronial inquest into the deaths is expected and further information will be provided at a later date.",12/25/2012 13:34,2/12/2013 13:34,-33.84030151,151.2078094,,,,,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland;New South Wales;Australian Capital Territory;Victoria;South Australia;Western Australia;Northern Territory;Tasmania,,http://www.emknowledge.gov.au/resource/?id=3415,
3437,Disaster Event,"Bushfire - Coonabarabran, New South Wales 2013","During January 2013, New South Wales experienced very challenging fire danger weather conditions resulting in multiple fires across the state. By 8 January, there were over 100 fires burning, fueled by 40 degree Celsius temperatures.&nbsp;  The worst fire occured on 13 January when a fast moving bushfire in the Warrumbungle National Park near Coonabarabran destroyed more than 51 nearby homes and damaged many others. The lodge at the Siding Spring Observatory in the National Park was damaged along with other buildings. However, Australia's largest telescope the Anglo-Australian survived.  The other major areas affected by fire were Yass, Cooma and the Shoalhaven. One house was destroyed in Jugiong and a volunteer firefighter sustained burn injuries in Gundaroo and was airlifted to Sydney for hospital treatment.  A recovery centre was opened in Coonabarabran after the fire. A recovery coordinator was appointed on 21 January by Barry O&rsquo;Farrell concentrating on supporting the Warrumbungles fire affected community.  Approximately 131,000 hectares were burnt in total across the state and extensive farm infrastructure and fences damaged. Approximately 12,000 sheep were lost at an estimated cost of over $1,000,000. Wildlife losses were also significant. The Department teamed with farmers to establish a fodder and fencing donation register to assist farmers rebuilding after the fires.  On 15 January, the New South Wales Premier, Barry O'Farrell, and the Federal Minister for Emergency Management, Nicola Roxon, announced Natural Disaster Assistance would be available to 51 Local Government Areas in New South Wales affected by bushfires. To date the Australian Government Disaster Recovery Payments were $1,015,600 for over 830 claimants.  The Insurance Council of Australia declared the Coonabarabran bushfire a catastrophe and as of March 2013, estimated damages costing $35 million.  &nbsp;",1/7/2013 14:41,1/20/2013 14:41,-31.28676605,149.2005157,,,,,1,,35000000,,,,51,,,,,,,,,,,,,,,,,,,12000,1015600,New South Wales,,http://www.emknowledge.gov.au/resource/?id=3437,
